userId,movieId,rating,timestamp
547,1916,4.0,1053087504
388,1262,5.0,946509889
362,235,3.0,1218567124
253,953,3.5,1215831872
137,1017,4.0,946411646
270,296,4.5,1469278482
520,40815,4.0,1142025648
119,3869,2.0,972097449
17,1077,4.0,1127473686
585,3429,4.0,975362198
468,3314,2.5,1296192244
514,235,3.0,853893788
547,904,5.0,974777410
294,3452,3.0,1048536923
471,4949,2.0,1258156955
373,2712,3.0,938977943
592,2989,5.0,995420787
452,89,3.0,976424143
624,2791,5.0,1019125935
306,899,5.0,940246268
647,2648,4.0,947292304
302,590,4.0,843720537
564,3917,5.0,974708996
294,1544,3.0,1054068726
461,2355,3.5,1090907827
262,5735,2.0,1434028883
247,2353,4.0,953271790
285,2038,3.0,965092415
156,4975,5.0,1277430183
645,6252,1.5,1053420239
577,1291,5.0,1111475489
529,3897,4.0,996352929
505,923,3.5,1340405249
21,1265,3.0,853851052
142,2012,3.0,997098179
220,589,4.0,970595408
405,7834,4.0,1097699255
212,5421,3.5,1228784651
318,778,4.0,862902803
596,733,4.0,1138659195
604,2539,4.0,1277532606
627,380,3.0,1201381049
478,1193,4.5,1448366068
177,611,3.0,907380369
73,2174,4.0,1255591395
20,316,3.5,1238729834
564,1611,4.0,974842443
176,6350,4.0,1340719768
509,1660,3.0,939341767
624,3593,1.0,1173725692
452,3072,3.0,976421678
529,6724,4.0,1353371031
133,64614,2.0,1416147321
294,2336,3.5,1155576258
15,466,2.5,1134521456
654,3016,3.5,1145394436
287,3996,5.0,1469163302
91,34,3.0,1448798347
26,296,3.5,1360087955
624,90249,2.5,1348917778
547,3098,2.0,981313046
606,3246,3.5,1380349833
480,55247,1.5,1339285217
268,1079,5.0,1314894918
452,1401,3.0,976426457
311,594,3.0,898008163
457,1120,4.0,1471383826
527,372,3.5,1281232053
19,465,5.0,855193892
102,2140,3.0,959976634
605,3430,4.0,980176566
19,1304,3.0,855192120
58,3701,5.0,961127834
125,3671,4.5,1269735510
501,4995,3.5,1291563434
311,3006,4.0,1077052000
73,99728,3.5,1370057754
253,1947,2.0,1215832318
195,3471,4.0,977755480
277,1200,4.0,1463916672
93,3176,3.0,1304992724
212,2324,4.0,1218399538
239,2774,5.0,991857793
509,125,4.0,942930627
667,247,4.0,847271888
163,4993,3.5,1390767117
362,2028,2.5,1218723616
187,8129,2.0,1233449745
195,3359,2.0,977750706
35,1249,2.5,1174450052
380,43396,3.5,1199154505
475,7360,4.0,1447072665
312,441,5.0,959934026
486,1784,4.0,1464121104
547,59669,3.0,1345734454
472,1267,5.0,939004952
205,8961,4.0,1442148586
262,2762,4.0,1433900057
468,30818,2.5,1296192136
239,708,5.0,991859417
137,1073,3.0,946411524
130,110,3.0,1138999206
447,111,3.0,832492988
111,300,3.5,1097432375
361,711,4.0,864051494
518,2736,4.0,945364027
17,590,3.0,1127469416
242,2000,5.0,956684930
468,26850,3.0,1296189985
30,2947,4.0,948140634
299,2551,5.0,1344179354
564,1681,2.0,974839236
388,2076,4.0,993142382
150,1704,4.0,1114307286
514,1127,3.0,853894723
118,296,5.0,950154177
352,4306,4.0,1420521869
448,2571,5.0,1444761393
152,8665,4.0,1335900762
185,3159,4.0,1003523251
295,1625,4.0,1112544830
15,663,2.0,1035258608
217,466,3.5,1108160065
388,2379,2.0,946524344
294,2496,4.0,1047072352
187,356,4.5,1228072373
32,344,4.0,834828085
251,77561,5.0,1476478162
648,8961,4.0,1148160678
547,25828,4.0,1132973381
259,2750,3.0,949948984
111,122,3.5,1097514612
150,4718,4.0,1114310291
102,1238,4.0,957895908
125,1,4.0,1269736592
128,3489,4.0,1049685256
380,2890,4.5,1053103721
665,902,3.0,992920593
75,1258,4.5,1143047710
626,1994,4.0,974769824
457,4995,3.0,1471386063
128,253,1.0,1049682729
530,1605,3.0,883714691
163,589,2.0,1390766869
260,2109,2.5,1207885307
505,1260,3.0,1340407005
426,3793,3.5,1214633662
537,969,5.0,879502465
603,1016,3.0,868355800
547,82378,3.0,1446821278
119,1223,5.0,960751702
475,5218,2.0,1447072218
213,102123,1.5,1462644084
355,3578,4.0,1130103980
564,2473,1.0,974838218
524,27831,4.5,1256288260
652,5271,4.0,1447791242
494,1276,5.0,1342747933
187,40629,3.0,1230362102
664,48385,3.5,1393890342
21,1283,4.0,853850874
346,7373,2.5,1159125447
547,1059,4.0,986695232
61,1580,3.5,1216050812
5,2683,4.0,1163373679
427,8376,4.0,1099361016
500,7669,5.0,1254040049
632,609,3.0,1264547562
517,316,4.0,846449892
270,68319,2.0,1469306470
264,39,5.0,995664962
232,3019,4.0,955089390
203,1252,4.0,1226321446
363,1760,2.0,942345331
342,1966,4.0,945123204
577,33004,5.0,1120088585
7,588,4.0,851868044
247,3270,3.0,953270924
572,337,4.0,1436885117
73,96079,4.5,1354675993
240,7493,4.0,1099263684
553,58559,5.0,1423009633
371,94780,1.0,1462869777
355,4878,4.0,1130104567
472,5446,4.0,1172531320
352,2115,3.5,1420521328
155,1396,3.0,943350366
533,592,3.0,965318032
61,7451,4.0,1216487206
387,916,4.0,974670100
590,172,3.0,848677787
594,2028,4.0,938961252
547,91286,4.0,1322355697
452,2906,2.0,1048089897
73,111659,2.5,1454043328
423,86377,4.0,1353690558
19,1298,1.0,855192455
212,1247,3.0,1218399423
475,87232,4.0,1447072609
275,96911,5.0,1386885104
251,3081,5.0,1476551370
212,2134,3.0,1253932400
468,3030,3.5,1296192814
547,2384,4.0,1022680440
408,1214,3.0,933032411
72,4973,3.5,1461783841
384,55765,3.5,1212441967
564,2392,1.0,974838491
349,4161,4.0,1019266398
584,6951,0.5,1271761004
236,3310,5.0,1109968106
564,2236,2.0,974842655
654,2716,4.5,1145389437
254,592,3.0,845157190
355,1080,4.0,1130103444
468,1947,2.5,1296197220
641,585,3.0,841551257
554,2713,2.0,1012753283
592,919,2.0,995422335
619,293,4.0,831923875
247,196,4.0,953361274
223,1359,2.0,856532626
432,2502,4.0,1138381323
89,428,4.0,1257610525
596,8977,3.0,1140025848
150,1746,3.5,1114310162
665,661,3.0,992909509
165,3823,1.5,1111544774
475,6502,4.0,1447072220
396,653,4.0,835172821
111,2598,4.0,1097431549
509,1682,3.0,939340179
43,3624,3.0,974757005
311,733,2.5,1062014580
285,2124,3.0,965092305
311,2396,4.0,920298597
546,2968,3.5,1300579138
380,36708,4.0,1171815526
547,247,4.0,1028130173
253,4034,2.5,1215831730
388,5956,3.0,1047201078
312,321,2.0,959993015
131,2688,2.0,992139284
183,1354,5.0,983096660
457,2291,3.0,1471387169
479,72011,4.5,1410192483
479,150,5.0,1409005120
180,1240,4.0,945446677
73,1673,4.0,1255508776
405,4296,3.5,1061360861
518,1779,3.0,945368459
507,802,3.0,862091498
81,4312,4.0,1307179931
102,3066,4.0,957980740
532,380,3.5,1076971872
416,282,3.0,841446809
545,2291,5.0,938568368
574,48516,4.5,1232810136
98,88163,5.0,1459405578
102,1036,4.0,959976817
63,246,0.5,1075307056
325,3911,2.0,1356316512
342,1965,3.0,945124802
150,2541,2.5,1116309105
103,519,1.0,1117751173
532,6539,3.5,1076971923
285,1626,1.0,965091651
585,3253,4.0,974607643
577,1079,5.0,1111551518
311,6979,4.0,1091465352
195,1103,3.0,977754744
138,7502,4.0,1440379262
405,7573,4.0,1097769372
17,3578,4.0,1127469591
452,1752,2.0,976424493
405,2819,3.0,1061362719
355,590,4.0,1130104821
652,6770,5.0,1439589129
505,3724,3.0,1342311981
648,2571,1.5,1138477810
243,3081,3.5,1094221237
529,5299,3.0,1027479570
605,25,3.0,980196749
665,551,2.0,992909069
380,1263,4.0,1151120719
620,88405,2.5,1455531727
593,319,5.0,840996278
15,3307,3.0,1082220247
442,733,4.0,1227920117
519,79702,4.0,1468758681
529,3015,3.0,960052839
544,69481,5.0,1435786462
626,2762,5.0,974769585
17,7123,5.0,1127474398
384,7004,3.0,1153503077
56,1673,4.0,1467005939
442,7318,4.5,1227917705
547,2919,4.0,974810170
547,913,5.0,974779724
271,2797,3.0,1107784965
408,1218,5.0,933031923
311,384,2.0,897575171
520,2389,2.0,1143503633
654,736,3.0,1145391834
353,7004,2.0,1111489205
564,60,1.0,974839888
130,1225,3.5,1138999472
665,364,5.0,992909069
587,7063,4.5,1111367888
453,3864,2.0,994622850
587,25827,3.5,1116100454
605,231,3.0,980176884
171,110,5.0,950556269
213,6879,4.0,1462639751
165,4532,2.5,1120068461
236,1210,3.0,1109968570
580,282,2.5,1167160158
15,79242,2.5,1465880302
523,2302,2.5,1202235493
30,1250,5.0,945123210
83,904,4.5,1156205103
472,3384,5.0,994737953
626,380,5.0,974778132
548,44,3.0,857407170
497,1131,5.0,939768396
73,44972,2.0,1256559191
509,2065,4.0,940015505
605,906,3.0,980177795
416,450,4.0,841447307
547,3735,3.5,1053171651
654,2011,4.0,1145392100
75,8638,4.0,1143049061
575,1235,5.0,1012595705
585,334,4.0,975365311
92,344,2.0,848525554
83,266,5.0,1156205395
212,4212,2.5,1218409777
390,1461,3.0,867074518
351,1250,4.0,975636664
120,1350,4.0,1125350440
442,16,4.5,1227969295
439,1371,1.0,1041114491
547,2610,4.0,986694704
431,1225,4.5,1165547220
150,2253,2.0,1114309083
518,1593,3.0,945362108
452,498,3.0,976421216
105,1392,3.0,1086960525
23,1797,3.5,1148728611
119,2770,3.0,952121372
213,2581,2.5,1462639420
501,1580,4.0,1283137731
338,36,4.0,841656923
353,1580,1.0,1112269622
30,3354,4.0,953426082
648,7459,4.5,1152207751
128,1487,5.0,1049690334
516,1100,3.0,844688234
194,420,3.0,848098405
161,161,5.0,837629427
263,2529,2.0,1117842344
30,344,2.0,994458003
212,2002,3.0,1253929766
30,1438,3.0,945277760
294,8368,4.5,1106324915
564,1907,3.0,974715103
285,934,4.0,965091874
303,2396,3.5,1299489319
105,866,3.5,1086095142
358,2044,2.0,957795210
152,6711,4.0,1335947808
624,97836,2.5,1387055788
654,4896,4.0,1145390514
380,2485,3.0,949384532
57,648,3.0,907762795
569,915,4.0,965068186
2,537,4.0,835356199
486,1916,4.0,1464123373
547,73023,4.0,1284825706
262,104879,3.0,1434332065
479,1136,5.0,1409004746
380,81784,1.5,1325191613
433,52722,3.5,1417930413
33,1760,1.0,1032859270
61,3751,1.5,1216050859
77,1387,3.5,1183920197
547,74545,4.0,1276424052
452,3371,3.5,1077115578
157,344,1.0,1365940218
187,1372,0.5,1230417324
48,1127,3.5,1319745467
205,45517,4.0,1442152261
185,1025,3.0,1003523380
514,36,4.0,853892867
73,59014,1.0,1255589062
298,66297,5.0,1447368446
299,25744,4.5,1344182025
390,1198,5.0,867076002
452,1573,3.0,976424099
561,39292,4.0,1172766019
159,76,3.0,1183518573
598,3911,4.0,1057554779
480,7347,3.5,1272672992
185,551,4.0,1019787212
452,4056,3.0,983405491
41,2808,4.0,1109813581
570,2404,5.0,1475783760
449,349,4.0,836907384
268,25750,4.5,1314911099
78,1704,5.0,1274050948
390,1240,3.0,867076126
434,1292,4.0,886376613
393,1923,3.5,1058472201
119,2297,2.0,927055099
624,3578,4.0,1019124292
23,588,4.0,1166728178
243,1291,4.5,1094224074
523,48061,4.5,1202234656
547,7180,4.0,1125060825
205,62081,3.0,1442152587
102,3018,4.0,957979592
580,725,2.5,1155616618
119,3330,4.0,952581686
31,5418,4.5,1274150200
200,91542,4.5,1437933877
472,2470,4.0,944321548
407,2268,3.0,962648404
468,71525,3.0,1296190020
547,6797,1.0,1064696725
580,597,3.0,1164328536
212,6879,3.5,1228798581
165,5106,1.5,1111611419
239,497,5.0,991858341
138,79132,5.0,1440379245
304,55820,5.0,1352655883
30,5959,3.0,1060736279
611,3623,4.0,1471521448
41,380,4.0,1093889918
77,33493,3.0,1163386501
366,24,4.0,1306282555
384,2006,3.5,1153417991
102,968,5.0,957980120
73,2427,4.0,1315969124
21,541,3.0,853846813
607,104,3.0,1113319389
452,6885,1.0,1151812189
99,3174,2.0,947519315
150,145,2.5,1116309027
365,8984,4.0,1359307510
